,date,review,rating,isEdited,userName,title,developerResponse
30,2022-03-26 15:52:44,"We can’t even signup. 

When I entered a password and there is no button to finish signup process. I’m looking at Compass to sell my home and look at this app they claim is cutting edge. It’s not cutting edge if users can’t signup. I asked my wife to try on her iPhone and the same thing happened. She got stuck not being able to signup via email. We question their use of technology as part of their value proposition.",1,False,poscha,Is tech a Compass strong suit?,"{'id': 28833427, 'body': 'Hi Poscha, thank you for sharing your experience with us. Your feedback is valuable and we are taking it very seriously. Could you please share your issue detail with us on mobilesupport@compass.com so we can get in touch with you and resolve the issue? Thank you. ', 'modified': '2022-03-28T16:30:47Z'}"
31,2021-09-14 14:34:07,This app used to be amazing. The data was excellent. I can’t if the market research section is just being neglected or the app is glitching because you can’t get good data anymore. Plus you can’t toggle between property types anymore - it just freezes when you try to. Sad. I loved this app.,3,False,Gam438U,App keeps changing,"{'id': 25212746, 'body': ""This is a reminder. Hi, thank you for sharing your experience with us. We'd like to learn more about your situation and what exactly happened. Please kindly contact our support team at mobilesupport@compass.com. We will work together to resolve your concerns as soon as possible. Thank you. "", 'modified': '2021-09-20T16:36:44Z'}"
32,2019-11-07 22:51:24,I love being able to organize properties in one place along with the ability to share firsthand experience via comments for each specific property.,5,False,Double under,Use the app every day,
33,2021-05-08 19:05:32,"The app looks fine, but when you start using it, there’s a bunch of things that need work. Apis don’t update messages, icons for collections don’t match your selections (I.e “hiding” houses you do t want to see doesn’t work). Communications with groups is bad... I don’t need my RA to see all my comments with my partner. Etc. it needs work.",2,False,ApplesReviewUISucks,"Better than Trulia, but needs work",
34,2017-10-25 13:25:00,"This app is a game changer for searching, saving and collaborating in the world of real estate. Finding the homes I want to save and view in real time and on my own time. Exciting tool and easy to use.",5,False,Bob Miller Skier,Home finding in today’s world - Great Tool,
35,2021-11-30 14:20:57,They are quick with property and information given is helpful!,5,False,Srobinson_9,Home searches,
36,2018-08-14 05:53:14,"Very buggy app. I am using an iPhone 6 iOS 11.4.1 and do not exaggerate when I say it crashes every time I use it. My only work around is to delete the app from my phone, download it again, and use it for the 10-15 min I have before it crashes again. Frustrating because I can see how useful it could be to interact with my realtor with the tool...if it actually worked.",1,False,OLXQZME,Crashes every single time I use it,
37,2019-07-30 14:06:55,COLLECTIONS is a game changer. My wife and I can streamline our searches together by  sharing comments and updates. It’s all under one roof in real time. Plus there’s a built in MARKETS app that shows real-time market data. Love it!,5,False,Mikeithdavis,Best Real Estate App Ever,
38,2022-06-08 13:32:37,This app is so easy to use! I love being able to communicate directly with my agent on potential properties through the app.,5,False,flamingokylie,Super Easy!,"{'id': 30333024, 'body': ""I'm glad the app helps you communicate with your agent. Best wishes to you as you search for your dream home. "", 'modified': '2022-06-13T15:37:11Z'}"
39,2019-05-07 23:23:33,"Notifications are almost unusable if you’re working with an agent and a collection. They neither go to the chat (“discussion”) nor the house comment in a Collection. You have to navigate to the collection and look for a tiny red dot to see a change. 

Collections are great, however, and the design UI is clean. I like sharing with a spouse and an agent.",2,False,jason.s,"Usability poor, features nice","{'id': 10655004, 'body': 'We’ve made updates to ensure your notifications make sense, are on time, and pop up where they’re supposed to. Happy searching!', 'modified': '2019-09-12T17:10:39Z'}"
40,2019-12-06 02:26:42,Highly suggest this app for a seamless and collaborative way to communicate with your friends and family about the homes you’re interested in!!,5,False,Aarchhfd,Easy and collaborative,
41,2019-06-08 12:19:52,"Why anyone would use any app besides the Compass app is beyond me. With more inventory to view than any other real estate app out there such as Zillow, Redfin, etc. it’s a pretty easy choice as a buyer.",5,False,JuTangClan,Amazing,
42,2021-10-01 15:38:47,"Amazing app, amazing company. 

They listen to what we, the users, ask and say to provide us with the best possible app!",5,False,Alpal14,The Future of Home Buying and Selling,
43,2019-01-30 21:58:16,We use the Compass app for our buyers & sellers. They can share a home they love by the click of a button! Very easy to use.,5,False,keb15,"Search smarter, from anywhere!",
44,2022-05-15 14:19:28,"This should be an obvious one, but Home Insurance is not included in the payment calculator, artificially deflating the projected monthly payment for a prospective home buyer. This seems like a glaring omission and should be added into the calculator.",3,False,DHeyburn,Home Insurance missing from payment calculator,
45,2019-05-24 13:38:30,Great for searching and getting work done. They make a lot of updates to make it better too.,5,False,VamosUnited,Great app and updating a lot,
46,2021-06-29 13:06:51,"I try to delete it, but can’t because I forgot password, it sends me double information on everything and know matter how I setup it keep on sending me information  after I change  it keep on sending me information long after  I found what I need it for .",1,False,mr. unsat.,This is a terrible app,
47,2022-02-15 16:40:29,"Tapping on a notification often does not take you into the relevant part of the app, and it’s then hard to find it yourself.",3,False,8aig5$veM,Notifications need improvement,"{'id': 28096632, 'body': 'Hi, Thank you for bringing this issue to our attention. Your feedback is valuable. Could you please email the issue detail to mobilesupport@compass.com? Want to understand which type of notifications you are referring to. Thank you. ', 'modified': '2022-02-17T03:34:44Z'}"
48,2020-10-17 04:15:29,"The app is nice for communication with my agent, but overall it’s really frustrating to use & constantly broken in some way.

1 - email notifications about a property don’t link me to that property
2 - all my “saved searches” constantly show the notification that there’s new/updated matches, but then nothing new is there
3 - PLEASE PLEASE PLEASE add a way for me to hide properties I’m not interested in. 
4 - I’m often seeing SOLD notifications for properties that meat my criteria, but never saw the active listing for them... despite daily searching.",2,False,avery.la,Please improve the UX for home buyers.,
49,2022-06-07 03:21:37,I like the tool. The developer responsiveness is incredible. Fingers crossed this helps me find my next home.,5,True,Lag Plagued,Solid Resource,"{'id': 30199227, 'body': 'Hi, thank you for sharing your experience. I\'m happy to provide a few options for you. You can share the properties by clicking the share button on the listing detail page, or you can go to the ""My Agent"" section to call, text, or email your Compass agent. In case you haven\'t seen any of these options, you can reach me at mobilesupport@compass.com. Thank you, Steven.', 'modified': '2022-06-07T03:21:37Z'}"
50,2021-12-21 18:54:08,Easiest way to search for a new home,5,False,Tilweoverdosexo,Convenient,
51,2020-03-04 17:37:35,"Easy to navigate, convenient, Coming Soon feature is very special! Happy with the application.",5,False,Bostonjulia,Very satisfied!,
52,2018-10-22 21:55:55,My buyers and sellers love being a low to keep our data organized and in the same place. Kudos to the compass development team!,5,False,RCLow,Perfect for NYC,
53,2018-11-01 18:26:26,"I find this a very complete app for managing buyers, contacts and my own listings. Has come a long way!",5,False,utgoff,Using it as agent,
54,2019-04-25 19:35:39,"I love using this app, but lately I’ve noticed it crashes a lot and now photos will not load no matter how long you wait. Probably needs another tweak?",3,False,purvline,Problem loading photos?,"{'id': 10654994, 'body': 'We’ve heard you and have made big improvements to app stability and speed. We are constantly making updates to enhance your experience so don’t forget to come back and search on your Compass app!', 'modified': '2019-09-12T17:08:33Z'}"
55,2020-05-15 20:53:51,"The app was working fine- our realtor set up a “search” for us so when any match our criteria, we look at it and either save it to a gallery shared with the realtor or delete it. Now, no pictures load up AT ALL. Not on the app, not on the computer. Nothing. So annoying.",1,False,WhatWouldRoyaDo,No pictures are loading up on ANY listing?,
56,2022-09-20 16:06:42,"It sends me townhouses when I need single family, large yard.  It forgets the favorites  I have added",3,False,carynhurtleg,Why does it show me properties that aren’t my type or location?,
57,2020-05-24 13:48:52,I love the app but it would make it a lot easier if you could add a filter for 55+ developments. Thanks!,5,False,balcony_girl,Please Add this feature :),
58,2020-06-14 13:32:05,iPad App doesn’t work in landscape mode. Notifications don’t work properly either. This has so much potential and just needs the kinks worked out.,3,False,ESL4,Could be better,
59,2018-02-04 20:35:53,"love this app - just wish there was a way to search for keywords like “guest house” within the app...i know that’s possible on the website. 

also, have had a bug for the last few weeks where when i look at photos in landscape mode it isn’t centered correctly and i can’t see most of the picture. i’m on an iphone x

any help is much appreciated!",4,False,hanabobana,help,
60,2020-12-12 14:22:44,Beautiful user interface and the fastest search function.,5,False,weallneedhelp,Form meets function,
61,2021-03-21 13:32:29,"I like the search function, but one I save a house I can’t remove the save once it’s pending. It should be simple to save / unsave vs just marking as “uninterested.”  Make it simple.",3,False,Jcw74,Good but buggy,
62,2022-07-10 06:17:10,Easy to communicate with realtor. Wish there was a “recently viewed” section.,4,False,Jenna117,Overall good,"{'id': 30855927, 'body': 'Hello Jenna, thank you for your review. I am glad you like the app and can communicate with your Compass agent. Could you please share more details about what you are looking for regarding ""recently viewed"" with me? Please email mobilesupport@compass.com with your suggestions. Thanks. ', 'modified': '2022-07-12T18:38:35Z'}"
63,2022-03-22 09:34:09,Daisy and John are awesome.  Always proactive. Always have the best listings that fit within my budget.,5,False,Gregory Wilde,Penny and Gould Team,
64,2020-07-30 04:38:27,"It’s usually a great app but last 30-60 days it keeps asking me to login almost after every time
I try to open it back up. I’ve deleted the app and re-installed... my second time now.",2,False,Sebbypart2,My fave real estate app - but issues lately,
65,2022-01-18 01:57:29,"Good UI, but the loading of data is so slow and clunky. Surprised this was approved for release by compass group.",3,False,Humanistic73,Slow and unusable,"{'id': 27543974, 'body': ""Hi, Thank you for sharing your experience with us. We'd like to learn more about the loading issues and what exactly happened. Please get in touch with our support team at mobilesupport@compass.com. We will soon get this issue resolved for you in future releases. Thank you."", 'modified': '2022-01-19T20:28:32Z'}"
66,2018-04-12 19:50:22,This app is spectacular for our buyers and sellers. Start your Collection now and select JillSchwartzGroup to guide you home DC Metro area specialists.,5,False,$£X¥,JillSchwartz Compass Real Estate Group,
67,2019-05-31 19:01:00,I love the Compass App! I come here for coming soon a because so much inventory is trading within Compass only!,5,False,VAN1515,Best real estate app ever,
68,2022-02-10 15:51:40,Difficult to increase image size on iPhone.  Doesn’t seem to work well on mobile devices.,2,False,Serial storyteller yes!,Not as useful as some other apps.,"{'id': 28043888, 'body': ""Hi, Thank you for sharing your experience with us. Your feedback is valuable and we are taking it very seriously. We'd like to learn more about the search issue you mentioned. Please get in touch with our support team at mobilesupport@compass.com. Thank you."", 'modified': '2022-02-14T17:46:54Z'}"
69,2018-12-31 09:12:10,"I used to love this app and found my last few apartments through it. 

In recent months, it feels like the app is no longer being worked on - for example, entering neighborhoods to filter results either does nothing (shows all results) or shows no results. This, I would think, is a pretty crucial feature in a real estate app. 

I logged in today and it had erased my Collections - listings I’ve saved over the years. 

They need people getting it back to shape ASAP.",1,False,betsyville,Quality gone downhill,"{'id': 10655028, 'body': 'We’ve heard you and have made big improvements to app stability and speed. We are constantly making updates to enhance your experience so don’t forget to come back and search on your Compass app!', 'modified': '2019-09-12T17:13:01Z'}"
70,2022-07-28 18:15:27,"If there’s a way to add listings to the “Collections” supported on the Compass website, I could not find it.",4,False,mzieg,Save to Collections?,
71,2021-11-04 13:45:26,You you,5,False,the skagitcrow,Can’t wait to get a broker here.,
72,2023-02-14 05:26:29,It’s too bright to look at the screen with lights off. It hurts my eyes.,3,False,SeriousSam35,Doesn’t have support for dark mode,
73,2021-10-24 20:26:33,App freezes for 10+ second then crashes every time I try to use the search function. Completely unusable,1,False,Ashy_Larry,Used to be great. Has become unusable lately,"{'id': 26017447, 'body': 'Hi, Ashy_Larry, thank you for sharing your experience with us. We are still looking into this issue for you since the day you reported it. To better assist us in learning more about your situation and what exactly happened. Please kindly contact our support team at mobilesupport@compass.com. Thank you.', 'modified': '2021-11-01T17:31:57Z'}"
74,2020-06-12 17:42:06,It’s not a great interface to navigate. Can’t look at notifications. The app doesn’t fade out previously looked at properties,3,False,craguirecraguirre,Could be better.,
75,2018-07-23 15:13:50,Every time I open the app it thinks for a moment then closes. I haven’t been able to use it on my phone. 😕,3,False,GeeHB,Having trouble,
76,2019-07-17 00:13:26,"The way you save houses is not ideal. I’m still trying to figure out how to remove homes from my “collections”. There is no Help option, not even in their website.",2,False,SorayaSarcos,Not Very Intuitive,
77,2019-10-31 01:45:28,"Unfortunately, outdated and expired listings are never taken down. You’ll spend time looking at apartments that are not even available. Street east is a much more user friendly and up to date alternative!",1,False,ancnenxnw,Never up to date and terrible UX,
78,2018-09-18 12:51:40,"Just started working with a compass agent. Idea behind the app and ability to share comments is great, except it doesn’t work.  I get notified when my agent adds a comment,  but the comments/discussions don’t display in the app.",1,False,walkercm80,Not functional— needs update?,
79,2022-06-25 12:07:27,This is by far the best rental app for NYC. It was wonderful until last week when listings from prior years started to appear as active. Please fix it.,1,False,Benyo A.,Please fix the issue with old listings!,"{'id': 31004210, 'body': 'Hi Benyo, Sorry for the delay. It looks like the issue has been fixed. Please try it again. Thank you.', 'modified': '2022-07-20T21:44:04Z'}"
80,2020-11-02 09:50:59,"So easy to use, and collections are great for collaboration!",5,False,ColbyAnderson,The best real estate app you’ll ever use,
81,2019-07-29 04:59:30,"I can’t seem to write anything in the max price field - kinda makes the whole search meaningless. (iOS 12.3.1, newest Compass app)",3,False,Style_MP,Price filter,
82,2020-03-29 20:56:48,"Great app on iPhone, but not so great on iPad. House images are meant to be displayed BIG and LANDSCAPE. Please enable that mode, if not just for the image gallery!",3,False,moxlust,Can you make this Landscape compatible?,
83,2021-01-08 00:17:11,"This app times out most of the time I try to open it. Rarely when it does open, certain parts of the dashboard don’t load.
It’s a waste of time, I use Zillow to search the houses that compass sends me.",1,False,jak04n,Doesn’t load,
84,2018-08-22 00:35:08,Pop open Zillow and you get all the information you need. Pop open Compass...wait for it to load...wait for it to acknowledge you pressed anything...wait more...wait more.,1,False,408USA,"Lags, non-responsive, and more lags",
85,2018-06-28 19:24:49,"I like the app and enjoyed using it, but for the past 2 weeks it crashes every time I try to open it. I have deleted it and reinstalled multiple times.",1,False,KcAggy,Crashes every time I open it,
86,2023-02-01 16:21:41,Good concept - but in execution this app just adds an unnecessary layer of complexity to the process,2,False,tomz1988,Ugh - but still better than MLS,
87,2019-01-07 01:03:26,Gave up after several very tech savvy friends couldn’t figure this out. No options for searching. The draw-your-map doesn’t work at all. Stupid stupid app,1,False,Yobro986,Can’t search or filter,"{'id': 10655026, 'body': 'We’ve heard you and have made big improvements to app stability and speed. We are constantly making updates to enhance your experience so don’t forget to come back and search on your Compass app!', 'modified': '2019-09-12T17:12:50Z'}"
88,2018-07-08 17:38:00,"I can’t even get the app to open. It crashes on the opening page. It used to work fine, and I downloaded it because my real estate agent moved to compass, now what am I supposed to do?",1,False,thesarahmac,Newest update is the worst,
89,2020-08-15 16:00:06,"Dear Software Developer,

1. Purchase iPad Pro 12.9” Pro (or 11”)

2. Purchase Logi Slim Folio Pro (or perhaps a Brydge Keyboard)

3. Attach iPad to keyboard

4. Go to App Store, Install your App

5. Launch Your App

6. Take note that Your App doesn’t work so well in LANDSCAPE  Mode

7. Modify your app to work in LANDSCAPE only Mode

8. Watch user change your rating from one stars to more than one stars

Regards,

ANNOYED iPad Pro 12.9” user with an attached keyboard in LANDSCAPE MODE",1,False,STJMNX,"IPAD Pro 12.9 in LANDSCAPE mode, it’s a real thing.",
90,2018-08-07 02:32:01,"Every time I open the app it crashes at the start up page. I’ve tried deleting the app and installing it again, to no avail.",1,False,willdamus,Crashes each time I open the app,
91,2021-03-04 18:37:40,I’m bombarded with notifications but can’t find them in the app (there’s no place for a notifications drawer).,1,False,ChuckNorriser,"Worst UI, where are my notifications?",
92,2020-07-02 21:22:32,Recent release seems to have all kinds of bugs making it difficult to use :(,1,False,peterp416,Bugs bugs bugs,
93,2022-08-04 23:53:11,Loads when it feels like it. You can log in on safari before the app loads.,1,False,nayelynpl,Doesn’t Load,"{'id': 31497273, 'body': 'Thank you for the feedback. I will pass it to our development team. Thanks.', 'modified': '2022-08-16T20:22:59Z'}"
94,2020-08-02 22:18:09,"Not sure why it won’t keep my credentials. Makes me sign-in daily...very annoying. 

Also, you need a commute feature built-in like Zillow.",1,False,trey033,Glitchy,
95,2018-12-07 15:01:41,Loved this app until the update. Now it never takes you from your email to the house. Deleted it after 10 attempts.,1,False,Noodlesss333,👎🏻,
96,2019-01-27 23:26:56,The compass real estate app is ‘ok’ but I don’t see what makes this better than a portal search app.,2,False,Iphone5r,Nothing special really,
97,2022-08-12 03:35:26,I couldn’t remove this listing from public record,1,False,esuchisu,Remove public record,"{'id': 31497362, 'body': 'Hi, Thank you for sharing your experience with us. Your feedback is valuable and we are taking it very seriously. Could you please share your issue detail with us on mobilesupport@compass.com so we can get in touch with you and resolve the issue?', 'modified': '2022-08-16T20:28:51Z'}"
98,2021-01-08 18:18:20,"For the past 2 days the app isn’t working, after using it for over a month, stopped, garbage!! Use StreetEasy instead",1,False,Saguakid1,Not working,
99,2022-03-04 19:51:30,"If you’re ever out in the cold and are in need of a heat source while draining your battery, this is the app for you.",1,False,z01dbergmd,Amazing app to empty your battery,"{'id': 28477249, 'body': ""Hi, thank you for sharing your experience. I've forward your feedback to the product team for review. If you have any other feedback, you can email us at mobilesupport@compass.com. Thank you. "", 'modified': '2022-03-09T18:11:47Z'}"
100,2020-04-22 11:44:18,amazing almost like I programmed this app myself!;),5,False,Dannyshammy,GoDoG;),
101,2022-08-17 06:00:16,That’s it. Too hard to navigate. Clunky.,2,False,Grizzy517,Navigating is horrible,"{'id': 31934389, 'body': 'Hi, Thank you for sharing your experience with us. We value your feedback and take it very seriously. Could you please share what made you feel the app was difficult to navigate? Please send your feedback to mobilesupport@compass.com so we can follow up. Thank you.', 'modified': '2022-09-09T17:47:47Z'}"
102,2021-05-04 22:38:39,Can be improved,3,False,User that reviews,My review,
103,2019-10-09 12:22:55,We are searching in NYC and Jersey City. Information here was not unique and didn’t provide value.,1,False,Xtine1138,Limited value and not worth the cost,
104,2022-07-12 14:09:21,My Realtor send me the options but I can’t open them,1,False,MluisaE,Is not working,"{'id': 31004184, 'body': 'Hello, I have emailed you the possible solutions. Please let me know if there is anything I can help you with. Thank you.', 'modified': '2022-07-20T21:39:55Z'}"
105,2022-10-14 11:04:31,No longer filters neighborhoods,1,False,Energy huif,Filter stopped working,
106,2019-04-01 14:51:05,"I can’t get any homes to show I the Dallas market on the iPad app. Works OK on my iPhone, but not nearly as intuitive as most other real estate apps.",1,False,jawbari,Not working for markets outside NYC,
107,2020-08-03 22:54:36,"The app will log me out every few days randomly. 

I enter the app by clicking notifications for houses I’m interested in. 

If I can’t view them because I’ve been randomly logged out, that’s a bad product experience. 

Please fix this!",1,False,Charlie Burnett,App keeps logging me out every few days,
108,2013-08-30 18:44:08,Congrats this is a great app! However I definitely would like to be able to cancel an appointment through the app instead of having to email both the neighborhood specialist and the booking coordinator...it would save everyone on both sides a lot of time :) other than that this is a fantastic app that I will be having all my friends who are moving in NYC download on their phones!,5,False,MEM7482,Awesome App!!!,
109,2022-09-13 01:11:16,It is frustrating that I can’t unstar a listing on the mobile app.,1,False,Lindamk11,Favorites,"{'id': 32019547, 'body': 'Hi, Thank you for sharing your experience with us. We value your feedback and take it very seriously. To unstar any favorite listing(s), go to the ""saved"" tab in the app and tap ""favorites"" on the top bar. Please contact us at mobilesupport@compass.com if this does not work. We will assist you in resolving the problem. Thank you. ', 'modified': '2022-09-14T15:21:05Z'}"
110,2020-07-04 16:00:36,"For anyone with a case/keyboard to prop up their iPad, this is not a workable solution.",3,False,DustanW,No landscape orientation (portrait only),
111,2019-06-16 04:54:38,"Forces you to register before using app, competition doesn’t do that, NOT RECOMMENDED",1,False,Valentino-5,Forces you to register before using app,"{'id': 10655013, 'body': 'We’ve listened and we’ve just fixed this! You are no longer required to sign-up or sign-in before using the Compass app. Search away!', 'modified': '2019-09-12T17:11:34Z'}"
112,2022-06-16 17:35:05,"30,000 emails in a few days. I deleted the app - whoever approved that spammy way of doing business is a BIG LOSER!",1,False,AuthorofBeauty,SPAMMY APP,"{'id': 30510866, 'body': 'Hi, Thank you for sharing your unpleasant experience with us. The issue has been fixed. If you have any questions, you can reach me at mobilesupport@compass.com. Thank you. ', 'modified': '2022-06-23T03:38:44Z'}"
113,2018-06-30 20:24:47,It’s a real bummer that the app crashes all the time.,1,False,lw2278,App Crashes Repeatedly,
114,2018-10-13 14:01:05,"About a year ago my husband and I worked with compass on a rental, but found something using another app and ended our engagement with compass. Even though we went with another service, I was a huge fan of the whole experience and had recommended it to several friends. Unfortunately their poor data security has made me wary of even using the app again.

Here’s what happened:
About a year after our first engagement with Compass, I was using the app to casually browse properties for sale in my area. A few days after my search, I received an unsolicited email from the realtor we hadn’t spoken to in over a year a year prior asking about the homes I was looking at on the app. 

That means over a year after our contract ended (without any ongoing relationship), the realtor was still able to track my behavior on the app without my knowledge or consent. 

I confirmed with a previous compass employee that compass does not practice adequate data and security practices for their clients - so it stands to reason that if this realtor can see our personally identifying information beyond the duration of our contact and monitor our app usage, who else at the company has access to that information? What about external vendors? 

I emailed support immediately but the email was ignored. 

Given the sensitivity of the information a realtor holds about their clients, I would not advise anyone to use this service until they update and publish their privacy and data security policies.",1,False,MelissaEC,No Personal Data Security,
115,2022-06-21 11:21:13,I’ll look,3,False,Melnic,776 Oak Wood Hills,"{'id': 30510903, 'body': 'Hi Melnic, thank you for rating the app. If you have any questions about the Compass app, I am always available to help. You can reach me at mobilesupport@compass.com. Thank you.', 'modified': '2022-06-23T03:41:04Z'}"
116,2020-05-16 01:49:34,Gahhh,1,False,New author Eric,Horribly unresponsive UI,
